run_id,config,concurrency,prompt_len,gen_len,ttft_ms,itl_p50_ms,itl_p95_ms,e2e_ms,toks_per_s,ok,err
20260919T164411Z,on-2048:base:decode,4,512,256,1540.7,31.26,49.85,9537.0,26.84,True,
20260919T164411Z,on-2048:base:decode,4,512,256,1489.5,31.97,49.26,9520.1,26.89,True,
20260919T164411Z,on-2048:base:decode,4,512,256,1438.8,32.31,48.21,9456.8,27.07,True,
20260919T164411Z,on-2048:base:decode,4,512,256,1388.9,32.68,48.49,9419.5,27.18,True,
20260919T164411Z,on-2048:mixed:decode,5,512,256,800.4,33.78,40.81,9290.0,27.56,True,
20260919T164411Z,on-2048:mixed:decode,5,512,256,829.5,33.43,43.19,9312.7,27.49,True,
20260919T164411Z,on-2048:mixed:decode,5,512,256,829.4,33.73,40.38,9318.4,27.47,True,
20260919T164411Z,on-2048:mixed:decode,5,512,256,829.2,33.66,40.12,9318.2,27.47,True,
20260919T164411Z,on-2048:mixed:hog,5,8192,64,2391.4,35.05,41.12,4543.8,14.09,True,
20260919T164411Z,on-2048:base:decode,4,512,256,877.1,32.88,43.52,9103.6,28.12,True,
20260919T164411Z,on-2048:base:decode,4,512,256,825.2,32.89,44.94,9162.6,27.94,True,
20260919T164411Z,on-2048:base:decode,4,512,256,775.5,32.89,44.63,9126.3,28.05,True,
20260919T164411Z,on-2048:base:decode,4,512,256,725.2,33.11,44.46,9062.8,28.25,True,
20260919T164411Z,on-2048:mixed:decode,5,512,256,719.5,32.84,48.17,9152.5,27.97,True,
20260919T164411Z,on-2048:mixed:decode,5,512,256,803.1,32.86,47.89,9221.9,27.76,True,
20260919T164411Z,on-2048:mixed:decode,5,512,256,768.2,33.13,42.12,9189.1,27.86,True,
20260919T164411Z,on-2048:mixed:decode,5,512,256,737.4,33.21,42.38,9176.1,27.9,True,
20260919T164411Z,on-2048:mixed:hog,5,8192,64,1141.3,35.7,45.27,3264.1,19.61,True,
