run_id,config,concurrency,prompt_len,gen_len,ttft_ms,itl_p50_ms,itl_p95_ms,e2e_ms,toks_per_s,ok,err
20260919T164915Z,on-4096:base:decode,4,512,256,1366.6,32.31,44.26,9455.7,27.07,True,
20260919T164915Z,on-4096:base:decode,4,512,256,1314.7,32.64,45.86,9452.2,27.08,True,
20260919T164915Z,on-4096:base:decode,4,512,256,1264.6,32.4,44.27,9373.8,27.31,True,
20260919T164915Z,on-4096:base:decode,4,512,256,1214.7,32.45,46.57,9336.7,27.42,True,
20260919T164915Z,on-4096:mixed:decode,5,512,256,785.5,33.83,45.29,9281.9,27.58,True,
20260919T164915Z,on-4096:mixed:decode,5,512,256,789.6,33.73,42.5,9281.3,27.58,True,
20260919T164915Z,on-4096:mixed:decode,5,512,256,789.7,33.65,44.4,9281.4,27.58,True,
20260919T164915Z,on-4096:mixed:decode,5,512,256,831.4,33.55,41.22,9323.1,27.46,True,
20260919T164915Z,on-4096:mixed:hog,5,8192,64,2462.0,34.95,41.09,4628.0,13.83,True,
20260919T164915Z,on-4096:base:decode,4,512,256,752.8,32.95,46.66,9069.7,28.23,True,
20260919T164915Z,on-4096:base:decode,4,512,256,701.1,33.09,44.87,9066.7,28.24,True,
20260919T164915Z,on-4096:base:decode,4,512,256,744.0,32.95,46.57,9134.1,28.03,True,
20260919T164915Z,on-4096:base:decode,4,512,256,663.2,32.97,45.1,9056.1,28.27,True,
20260919T164915Z,on-4096:mixed:decode,5,512,256,659.6,33.23,41.65,9105.8,28.11,True,
20260919T164915Z,on-4096:mixed:decode,5,512,256,720.3,32.93,45.79,9151.4,27.97,True,
20260919T164915Z,on-4096:mixed:decode,5,512,256,720.1,33.07,46.21,9158.1,27.95,True,
20260919T164915Z,on-4096:mixed:decode,5,512,256,719.9,33.61,43.11,9158.0,27.95,True,
20260919T164915Z,on-4096:mixed:hog,5,8192,64,1635.7,33.81,41.15,3622.8,17.67,True,
